Date/Time From,Date/Time To,App Registrations,QR Codes Generated,NZBN Registered Businesses,Scans,Manual Entries,Active Devices,Bluetooth Active (24hr)
19/05/2020 12:00,20/05/2020 12:00,"92,595",,,"1,407",0,,
20/05/2020 12:00,21/05/2020 12:00,"143,405","5,800","11,411","11,411",0,,
21/05/2020 12:00,22/05/2020 12:00,"57,000","4,892","23,561","23,561",0,,
22/05/2020 12:00,23/05/2020 12:00,"31,000","1,528","30,275","30,275",0,,
23/05/2020 12:00,24/05/2020 12:00,"30,000",,,"31,444",0,,
24/05/2020 12:00,25/05/2020 12:00,"26,000",,,"29,426",0,,
25/05/2020 12:00,26/05/2020 12:00,"25,000","3,330",,"31,629",0,,
26/05/2020 12:00,27/05/2020 12:00,"17,000","1,510",,"36,794",0,,
27/05/2020 12:00,28/05/2020 12:00,"14,000","1,200",,"39,216",0,,
28/05/2020 12:00,29/05/2020 12:00,"10,000","1,270",,"43,473",0,,
29/05/2020 12:00,30/05/2020 12:00,"12,000",,,"48,091",0,,
30/05/2020 12:00,31/05/2020 12:00,"10,000","1,097","10,679","51,353",0,,
31/05/2020 12:00,01/06/2020 12:00,"8,000",,,"41,061",0,,
01/06/2020 12:00,02/06/2020 12:00,"6,000",588,301,"41,382",0,,
02/06/2020 12:00,03/06/2020 12:00,"5,000","2,797",,"39,801",0,,
03/06/2020 12:00,04/06/2020 12:00,"8,000",,,"43,562",0,,
04/06/2020 12:00,05/06/2020 12:00,"6,000","8,061","4,805","45,368",0,,
05/06/2020 12:00,06/06/2020 12:00,"10,645",,,"49,272",0,,
06/06/2020 12:00,07/06/2020 12:00,"5,355",,,"50,110",0,,
07/06/2020 12:00,08/06/2020 12:00,"5,000","5,431","2,722","47,585",0,,
08/06/2020 12:00,09/06/2020 12:00,"13,000","3,199","1,227","43,688",0,,
09/06/2020 12:00,10/06/2020 12:00,"6,000","2,619",805,"41,358",0,,
10/06/2020 12:00,11/06/2020 12:00,"5,000","1,778",368,"40,404",0,,
11/06/2020 12:00,12/06/2020 12:00,"4,000","1,600",193,"36,798",0,,
12/06/2020 12:00,13/06/2020 12:00,"2,000",777,330,"30,559",0,,
13/06/2020 12:00,14/06/2020 12:00,"2,000",358,171,"26,429",0,,
14/06/2020 12:00,15/06/2020 12:00,"3,000","1,038",435,"26,643",0,,
15/06/2020 12:00,16/06/2020 12:00,"1,000","3,480","1,877","27,261",0,,
16/06/2020 12:00,17/06/2020 12:00,"4,000","4,199","1,729","33,006",0,,
17/06/2020 12:00,18/06/2020 12:00,"3,000","3,136",975,"35,471",0,,
18/06/2020 12:00,19/06/2020 12:00,"4,000","2,491",815,"34,190",0,,
19/06/2020 12:00,20/06/2020 12:00,"2,000",878,352,"24,013",0,,
20/06/2020 12:00,21/06/2020 12:00,"2,000",103,61,"15,886",0,,
21/06/2020 12:00,22/06/2020 12:00,"3,000",516,180,"18,052",0,,
22/06/2020 12:00,23/06/2020 12:00,"1,000","10,081",259,"19,599",0,,
23/06/2020 12:00,24/06/2020 12:00,"2,000",790,212,"19,163",0,"12,169",
24/06/2020 12:00,25/06/2020 12:00,"1,000",284,118,"17,780",0,"13,146",
25/06/2020 12:00,26/06/2020 12:00,"1,000",316,97,"16,174",0,"11,988",
26/06/2020 12:00,27/06/2020 12:00,"1,000",138,58,"12,096",0,"9,009",
27/06/2020 12:00,28/06/2020 12:00,"1,000",31,19,"9,925",0,"7,329",
28/06/2020 12:00,29/06/2020 12:00,"1,000",,,"11,887",0,"9,336",
29/06/2020 12:00,30/06/2020 12:00,"1,000",460,189,"12,878",0,"9,692",
30/06/2020 12:00,01/07/2020 12:00,"1,000",150,48,"12,917",0,"9,676",
01/07/2020 12:00,02/07/2020 12:00,"1,000",228,87,"12,244",0,"9,175",
02/07/2020 12:00,03/07/2020 12:00,500,97,41,"13,197",0,"8,867",
03/07/2020 12:00,04/07/2020 12:00,500,61,28,"9,985",0,"6,838",
04/07/2020 12:00,05/07/2020 12:00,800,25,13,"7,966",0,"5,399",
05/07/2020 12:00,06/07/2020 12:00,,,,"12,549",0,"6,842",
06/07/2020 12:00,07/07/2020 12:00,"1,200",753,108,"13,758",0,"7,153",
07/07/2020 12:00,08/07/2020 12:00,"1,000",134,33,"14,857",0,"7,330",
08/07/2020 12:00,09/07/2020 12:00,"1,000",131,46,"16,309",0,"7,528",
09/07/2020 12:00,10/07/2020 12:00,700,104,52,"17,564",0,"7,491",
10/07/2020 12:00,11/07/2020 12:00,,,,"14,737",0,"6,039",
11/07/2020 12:00,12/07/2020 12:00,,,,"12,079",0,"4,800",
12/07/2020 12:00,13/07/2020 12:00,"1,300",105,58,"14,403",0,"5,982",
13/07/2020 12:00,14/07/2020 12:00,,,,"17,098",0,"6,959",
14/07/2020 12:00,15/07/2020 12:00,"2,000",364,156,"18,663",0,"7,156",
15/07/2020 12:00,16/07/2020 12:00,"11,000",882,431,"25,718",0,"9,937",
16/07/2020 12:00,17/07/2020 12:00,"4,500",682,357,"31,925",0,"11,907",
17/07/2020 12:00,18/07/2020 12:00,,,,"27,266",0,"9,746",
18/07/2020 12:00,19/07/2020 12:00,,,,"22,250",0,"7,823",
19/07/2020 12:00,20/07/2020 12:00,"3,900",411,225,"24,047",0,"8,916",
20/07/2020 12:00,21/07/2020 12:00,900,227,111,"25,077",0,"9,135",
21/07/2020 12:00,22/07/2020 12:00,900,188,88,"23,686",0,"8,730",
22/07/2020 12:00,23/07/2020 12:00,800,145,83,"24,161",0,"17,791",
23/07/2020 12:00,24/07/2020 12:00,800,206,87,"24,078",0,"17,615",
24/07/2020 12:00,25/07/2020 12:00,,,,"21,129",0,"15,500",
25/07/2020 12:00,26/07/2020 12:00,,,,"17,980",0,"13,074",
26/07/2020 12:00,27/07/2020 12:00,"1,200",120,60,"20,091",0,"15,041",
27/07/2020 12:00,28/07/2020 12:00,500,108,51,"21,466",0,"15,722",
28/07/2020 12:00,29/07/2020 12:00,500,151,47,"22,036",5,"16,139",
29/07/2020 12:00,30/07/2020 12:00,400,"1,239",36,"22,130",28,"16,060",
30/07/2020 12:00,31/07/2020 12:00,"1,000",121,41,"21,105","3,591","15,269",
31/07/2020 12:00,01/08/2020 12:00,,,,"17,475","6,226","12,434",
01/08/2020 12:00,02/08/2020 12:00,,,,"16,428","7,922","11,466",
02/08/2020 12:00,03/08/2020 12:00,"4,000",252,137,"19,402","6,866","13,905",
03/08/2020 12:00,04/08/2020 12:00,"1,500",269,96,"21,568","7,493","15,135",
04/08/2020 12:00,05/08/2020 12:00,"2,800",408,205,"25,254","10,269","17,702",
05/08/2020 12:00,06/08/2020 12:00,"6,400",942,542,"32,169","28,747","22,353",
06/08/2020 12:00,07/08/2020 12:00,"4,300","1,945",456,"37,806","22,672","25,533",
07/08/2020 12:00,08/08/2020 12:00,,,,"33,790","18,862","22,898",
08/08/2020 12:00,09/08/2020 12:00,,,,"29,357","16,784","19,825",
09/08/2020 12:00,10/08/2020 12:00,"5,000",703,342,"30,662","14,713","21,764",
10/08/2020 12:00,11/08/2020 12:00,"1,600",664,189,"33,283","14,842","23,030",
11/08/2020 12:00,12/08/2020 12:00,"105,000","13,932","7,486","147,709","127,453","101,234",
12/08/2020 12:00,13/08/2020 12:00,"233,200","37,295","19,916","452,626","190,504","247,810",
13/08/2020 12:00,14/08/2020 12:00,"186,600","32,736","15,423","833,258","180,634","394,899",
14/08/2020 12:00,15/08/2020 12:00,"130,400","14,926","6,351","982,385","156,551","447,043",
15/08/2020 12:00,16/08/2020 12:00,"71,000","7,025","2,656","897,796","102,839","412,493",
16/08/2020 12:00,17/08/2020 12:00,"68,100","16,761","7,762","977,492","101,103","481,598",
17/08/2020 12:00,18/08/2020 12:00,"56,700","23,831","7,749","1,130,823","96,371","530,093",
18/08/2020 12:00,19/08/2020 12:00,"57,100","32,040","5,890","1,242,866","97,203","564,225",
19/08/2020 12:00,20/08/2020 12:00,"70,400","26,187","6,142","1,433,000","95,562","627,665",
20/08/2020 12:00,21/08/2020 12:00,"48,100","11,226","2,713","1,596,646","84,633","662,617",
21/08/2020 12:00,22/08/2020 12:00,"37,400","5,668","1,305","1,613,494","78,320","693,138",
22/08/2020 12:00,23/08/2020 12:00,"32,000","1,489",439,"1,427,221","65,951","631,204",
23/08/2020 12:00,24/08/2020 12:00,"31,300","5,130","1,400","1,418,596","63,703","664,918",
24/08/2020 12:00,25/08/2020 12:00,"44,600","4,991",977,"1,537,349","69,445","701,100",
25/08/2020 12:00,26/08/2020 12:00,"28,700","4,062",712,"1,647,270","65,433","740,358",
26/08/2020 12:00,27/08/2020 12:00,"34,400","3,681",731,"1,748,971","68,143","773,863",
27/08/2020 12:00,28/08/2020 12:00,"25,400","5,640",634,"1,801,830","62,210","786,779",
28/08/2020 12:00,29/08/2020 12:00,"10,700","1,325",122,"1,852,035","58,141","800,732",
29/08/2020 12:00,30/08/2020 12:00,"21,700","1,249",229,"1,590,721","47,831","713,879",
30/08/2020 12:00,31/08/2020 12:00,"45,500","6,082","1,866","1,772,188","60,868","830,505",
31/08/2020 12:00,01/09/2020 12:00,"36,500","2,079",403,"2,138,781","75,429","909,813",
01/09/2020 12:00,02/09/2020 12:00,"27,400","6,262",996,"2,184,456","71,267","926,782",
02/09/2020 12:00,03/09/2020 12:00,"23,700","3,111",482,"2,318,558","71,561","966,795",
03/09/2020 12:00,04/09/2020 12:00,"20,000","2,794",397,"2,412,823","67,715","980,014",
04/09/2020 12:00,05/09/2020 12:00,"12,800",684,84,"2,509,449","67,834","999,525",
05/09/2020 12:00,06/09/2020 12:00,"18,600",740,139,"2,234,424","55,398","906,369",
06/09/2020 12:00,07/09/2020 12:00,"20,200","1,840",348,"2,032,943","52,677","906,313",
07/09/2020 12:00,08/09/2020 12:00,"10,900","2,136",243,"2,070,563","51,374","912,710",
08/09/2020 12:00,09/09/2020 12:00,"10,400","1,674",199,"2,098,284","55,721","916,476",
09/09/2020 12:00,10/09/2020 12:00,"10,600","1,494",184,"2,135,006","62,424","920,990",
10/09/2020 12:00,11/09/2020 12:00,"9,400","1,611",179,"2,215,538","57,151","939,965",
11/09/2020 12:00,12/09/2020 12:00,"4,000",358,41,"2,045,650","52,898","870,464",
12/09/2020 12:00,13/09/2020 12:00,"8,700",470,56,"1,754,590","43,056","753,980",
13/09/2020 12:00,14/09/2020 12:00,"10,918","1,131",207,"1,632,090","44,914","743,107",
14/09/2020 12:00,15/09/2020 12:00,"7,282","1,590",155,"1,590,216","46,355","721,328",
15/09/2020 12:00,16/09/2020 12:00,"6,400","3,160",119,"1,691,314","44,207","747,640",
16/09/2020 12:00,17/09/2020 12:00,"6,100","2,153",138,"1,727,439","44,431","755,486",
17/09/2020 12:00,18/09/2020 12:00,"5,400","1,248",102,"1,727,642","43,431","747,912",
18/09/2020 12:00,19/09/2020 12:00,0,0,0,"1,717,638","38,983","735,822",
19/09/2020 12:00,20/09/2020 12:00,0,0,0,"1,540,242","32,678","666,502",
20/09/2020 12:00,21/09/2020 12:00,"14,500","1,723",172,"1,441,922","33,814","672,636",
21/09/2020 12:00,22/09/2020 12:00,"3,800",982,100,"1,342,889","34,714","634,998",
22/09/2020 12:00,23/09/2020 12:00,"3,200",893,86,"1,182,738","34,300","567,223",
23/09/2020 12:00,24/09/2020 12:00,"3,400",915,77,"1,160,004","34,974","555,593",
24/09/2020 12:00,25/09/2020 12:00,"13,000",987,81,"1,190,211","41,140","554,380",
25/09/2020 12:00,26/09/2020 12:00,,,,"1,222,901","40,585","556,310",
26/09/2020 13:00,27/09/2020 13:00,,,,"1,068,533","33,305","484,371",
27/09/2020 13:00,28/09/2020 13:00,"9,000","1,664",180,"1,000,125","30,202","480,492",
28/09/2020 13:00,29/09/2020 13:00,"2,300",866,68,"1,000,675","30,455","476,854",
29/09/2020 13:00,30/09/2020 13:00,"2,000","1,469",92,"1,032,536","31,246","488,171",
30/09/2020 13:00,01/10/2020 13:00,"2,000","1,067",62,"1,033,486","31,190","486,281",
01/10/2020 13:00,02/10/2020 13:00,"2,000",906,66,"1,048,048","31,816","483,427",
02/10/2020 13:00,03/10/2020 13:00,900,237,27,"1,018,780","30,267","465,220",
03/10/2020 13:00,04/10/2020 13:00,"1,800",298,26,"865,678","25,454","411,990",
04/10/2020 13:00,05/10/2020 13:00,"2,800",983,66,"879,465","26,468","430,658",
05/10/2020 13:00,06/10/2020 13:00,"2,000",991,52,"930,886","30,458","445,183",
06/10/2020 13:00,07/10/2020 13:00,"1,100",812,56,"931,083","27,730","443,542",
07/10/2020 13:00,08/10/2020 13:00,"1,400",716,34,"883,382","27,980","424,193",
08/10/2020 13:00,09/10/2020 13:00,"1,300",919,55,"850,347","28,162","405,512",
09/10/2020 13:00,10/10/2020 13:00,"1,400",199,14,"813,473","26,862","389,153",
10/10/2020 13:00,11/10/2020 13:00,700,199,25,"661,253","21,871","336,633",
11/10/2020 13:00,12/10/2020 13:00,900,725,61,"651,137","23,011","341,519",
12/10/2020 13:00,13/10/2020 13:00,900,726,54,"648,427","23,830","334,891",
13/10/2020 13:00,14/10/2020 13:00,800,632,40,"686,060","24,264","346,758",
14/10/2020 13:00,15/10/2020 13:00,800,712,57,"667,009","23,931","338,603",
15/10/2020 13:00,16/10/2020 13:00,700,678,40,"664,610","23,301","335,379",
16/10/2020 13:00,17/10/2020 13:00,600,115,3,"685,954","22,723","351,370",
17/10/2020 13:00,18/10/2020 13:00,700,259,22,"507,834","17,751","276,278",
18/10/2020 13:00,19/10/2020 13:00,"1,200",651,42,"531,191","27,172","285,026",
19/10/2020 13:00,20/10/2020 13:00,600,673,50,"571,875","23,079","297,398",
20/10/2020 13:00,21/10/2020 13:00,700,610,45,"589,862","23,386","302,897",
21/10/2020 13:00,22/10/2020 13:00,"1,500",940,53,"659,080","34,105","331,599",
22/10/2020 13:00,23/10/2020 13:00,"2,900","1,048",68,"801,840","39,659","383,649",
23/10/2020 13:00,24/10/2020 13:00,"4,800",332,40,"1,009,373","58,636","461,094",
24/10/2020 13:00,25/10/2020 13:00,"4,000",383,32,"884,218","37,024","414,126",
25/10/2020 13:00,26/10/2020 13:00,"2,300",224,25,"716,913","28,827","356,442",
26/10/2020 13:00,27/10/2020 13:00,"2,800",919,86,"781,452","29,977","391,955",
27/10/2020 13:00,28/10/2020 13:00,"1,400",873,63,"833,956","30,477","407,609",
28/10/2020 13:00,29/10/2020 13:00,900,342,23,"821,177","28,710","399,927",
29/10/2020 13:00,30/10/2020 13:00,"1,100","2,028",79,"831,645","29,957","399,422",
30/10/2020 13:00,31/10/2020 13:00,700,396,19,"789,563","26,668","379,339",
31/10/2020 13:00,01/11/2020 13:00,"1,000",678,31,"620,451","23,179","318,968",
01/11/2020 13:00,02/11/2020 13:00,900,886,81,"652,262","22,366","338,274",
02/11/2020 13:00,03/11/2020 13:00,"1,200",864,89,"705,336","28,309","356,540",
03/11/2020 13:00,04/11/2020 13:00,"1,900","1,144",76,"786,466","32,340","388,506",
04/11/2020 13:00,05/11/2020 13:00,"1,825",304,24,"779,344","30,253","388,082",
05/11/2020 13:00,06/11/2020 13:00,"1,075","1,635",101,"791,562","27,544","387,718",
06/11/2020 13:00,07/11/2020 13:00,800,187,15,"821,185","29,611","388,484",
07/11/2020 13:00,08/11/2020 13:00,"1,100",295,24,"683,642","24,851","337,631",
08/11/2020 13:00,09/11/2020 13:00,"2,400",916,79,"732,365","34,132","369,357",
09/11/2020 13:00,10/11/2020 13:00,"1,711","1,183",72,"785,731","30,907","389,794",
10/11/2020 13:00,11/11/2020 13:00,"1,051",832,49,"800,532","27,638","392,149",
11/11/2020 13:00,12/11/2020 13:00,"1,138",931,52,"816,815","27,320","394,755",
12/11/2020 13:00,13/11/2020 13:00,"6,100","1,654",136,"1,055,809","58,012","488,294",
13/11/2020 13:00,14/11/2020 13:00,"2,700",367,34,"1,189,491","47,391","523,378",
14/11/2020 13:00,15/11/2020 13:00,"3,100",352,38,"1,004,774","34,938","460,816",
15/11/2020 13:00,16/11/2020 13:00,"3,200","1,149",103,"978,741","33,658","469,411",
16/11/2020 13:00,17/11/2020 13:00,"2,800","1,078",92,"1,019,919","34,304","482,552",
17/11/2020 13:00,18/11/2020 13:00,"2,200",984,70,"1,018,656","32,778","480,625",
18/11/2020 13:00,19/11/2020 13:00,"1,900","1,020",80,"1,024,797","31,323","480,886",
19/11/2020 13:00,20/11/2020 13:00,"2,300","1,102",63,"1,090,346","33,779","494,393",
20/11/2020 13:00,21/11/2020 13:00,"1,500",0,0,"1,071,244","31,395","479,784",
21/11/2020 13:00,22/11/2020 13:00,"1,200",0,0,"891,034","26,511","414,011",
22/11/2020 13:00,23/11/2020 13:00,"1,700","1,441",135,"869,671","25,488","422,397",
23/11/2020 13:00,24/11/2020 13:00,"1,300",267,22,"887,478","26,006","428,741",
24/11/2020 13:00,25/11/2020 13:00,"1,500","1,398",88,"847,883","29,461","423,462",
25/11/2020 13:00,26/11/2020 13:00,"1,400",909,54,"895,690","29,439","440,103",
26/11/2020 13:00,27/11/2020 13:00,"1,700",741,47,"940,312","30,972","447,271",
27/11/2020 13:00,28/11/2020 13:00,600,221,15,"909,814","29,456","421,681",
28/11/2020 13:00,29/11/2020 13:00,"1,200",262,25,"723,739","23,946","353,937",
29/11/2020 13:00,30/11/2020 13:00,"1,600",689,61,"715,846","23,704","367,113",
30/11/2020 13:00,01/12/2020 13:00,"1,200",699,66,"700,575","23,508","359,352",
01/12/2020 13:00,02/12/2020 13:00,"1,000",248,22,"709,841","22,702","367,175",
02/12/2020 13:00,03/12/2020 13:00,"1,000","1,166",74,"689,021","23,408","367,033",
03/12/2020 13:00,04/12/2020 13:00,"1,000",756,38,"688,672","22,981","354,406",
04/12/2020 13:00,05/12/2020 13:00,600,138,10,"639,668","22,135","325,398",
05/12/2020 13:00,06/12/2020 13:00,900,229,26,"515,169","17,980","275,902",
06/12/2020 13:00,07/12/2020 13:00,"1,000",560,42,"523,937","18,791","286,374",
07/12/2020 13:00,08/12/2020 13:00,800,508,39,"568,185","20,193","299,807",
08/12/2020 13:00,09/12/2020 13:00,400,172,17,"589,276","22,344","307,705",
09/12/2020 13:00,10/12/2020 13:00,,,,"595,235","24,152","318,903",
10/12/2020 13:00,11/12/2020 13:00,"3,500","1,112",85,"617,164","25,023","322,325",
11/12/2020 13:00,12/12/2020 13:00,"3,000",0,0,"587,012","28,082","299,901",
12/12/2020 13:00,13/12/2020 13:00,"2,000",696,67,"468,657","20,192","252,033",
13/12/2020 13:00,14/12/2020 13:00,"1,600",302,31,"509,027","21,367","275,298",
14/12/2020 13:00,15/12/2020 13:00,,,,"554,957","21,849","290,142",
15/12/2020 13:00,16/12/2020 13:00,"2,700","1,028",90,"570,389","23,668","295,860",
16/12/2020 13:00,17/12/2020 13:00,,,,"583,297","23,528","301,880",
17/12/2020 13:00,18/12/2020 13:00,"2,200",0,73,"585,901","22,922","297,201","351,430"
18/12/2020 13:00,19/12/2020 13:00,,,,"554,454","22,784","280,257","370,737"
19/12/2020 13:00,20/12/2020 13:00,"1,700",344,54,"461,583","18,344","240,690","380,108"
20/12/2020 13:00,21/12/2020 13:00,900,,,"519,609","21,150","268,954","390,749"
21/12/2020 13:00,22/12/2020 13:00,,,,"605,444","24,183","296,915",
22/12/2020 13:00,23/12/2020 13:00,"2,500","1,077",57,"615,933","24,223","299,364","416,493"
23/12/2020 13:00,24/12/2020 13:00,,,,"577,985","24,214","283,081",
24/12/2020 13:00,25/12/2020 13:00,"2,000",533,37,"223,392","11,682","141,071","426,021"
25/12/2020 13:00,26/12/2020 13:00,900,37,3,"170,463","7,482","102,079","411,617"
26/12/2020 13:00,27/12/2020 13:00,900,52,7,"307,720","12,913","173,399","418,880"
27/12/2020 13:00,28/12/2020 13:00,"1,000",63,5,"338,539","13,733","187,496","420,988"
28/12/2020 13:00,29/12/2020 13:00,"1,400",94,10,"412,302","18,132","220,731","428,521"
29/12/2020 13:00,30/12/2020 13:00,"1,300",156,14,"445,190","18,478","235,950","439,497"
30/12/2020 13:00,31/12/2020 13:00,"1,000",172,16,"446,095","18,501","236,166","447,060"
31/12/2020 13:00,01/01/2021 13:00,800,129,8,"309,158","14,416","182,271","451,582"
01/01/2021 13:00,02/01/2021 13:00,700,43,7,"278,530","11,495","166,682","446,841"
02/01/2021 13:00,03/01/2021 13:00,700,82,13,"330,243","13,720","189,924","453,751"
03/01/2021 13:00,04/01/2021 13:00,800,74,7,"327,667","14,104","187,948","457,881"
04/01/2021 13:00,05/01/2021 13:00,"1,300",128,20,"438,340","18,174","236,311","466,363"
05/01/2021 13:00,06/01/2021 13:00,"1,400",324,31,"500,368","21,655","262,933","481,515"
06/01/2021 13:00,07/01/2021 13:00,"1,500",462,30,"501,967","21,489","264,889","491,682"
07/01/2021 13:00,08/01/2021 13:00,"1,000",429,19,"506,478","19,942","265,919","498,802"
08/01/2021 13:00,09/01/2021 13:00,,,,"505,042","19,392","265,491",
09/01/2021 13:00,10/01/2021 13:00,"2,100",649,40,"394,321","15,598","223,806","507,388"
10/01/2021 13:00,11/01/2021 13:00,"1,100",205,23,"462,166","18,928","256,961","512,649"
11/01/2021 13:00,12/01/2021 13:00,"1,300",778,40,"518,865","20,660","279,268","521,231"
12/01/2021 13:00,13/01/2021 13:00,"1,300",895,59,"534,513","22,367","286,978","528,073"
13/01/2021 13:00,14/01/2021 13:00,"2,225",773,54,"574,545","27,048","309,516","538,827"
14/01/2021 13:00,15/01/2021 13:00,"1,995",815,49,"612,958","25,417","324,790","549,320"
15/01/2021 13:00,16/01/2021 13:00,"1,610",703,38,"590,292","24,760","311,248","555,824"
16/01/2021 13:00,17/01/2021 13:00,"1,466",175,21,"485,999","20,152","271,393","560,159"
17/01/2021 13:00,18/01/2021 13:00,"1,019",349,35,"548,079","22,524","305,225","566,272"
18/01/2021 13:00,19/01/2021 13:00,"3,598",837,55,"644,177","26,661","344,202","583,527"
19/01/2021 13:00,20/01/2021 13:00,"2,057","1,027",51,"654,444","25,586","347,391","592,212"
20/01/2021 13:00,21/01/2021 13:00,"1,890",824,49,"655,503","24,125","349,823","598,638"
21/01/2021 13:00,22/01/2021 13:00,"1,528",869,57,"658,436","24,024","348,232","602,697"
22/01/2021 13:00,23/01/2021 13:00,"1,510",795,37,"634,676","23,833","331,225","605,016"
23/01/2021 13:00,24/01/2021 13:00,"1,400",218,17,"521,023","20,487","287,715","605,751"
24/01/2021 13:00,25/01/2021 13:00,"16,226",905,114,"816,661","93,759","461,275","767,765"
25/01/2021 13:00,26/01/2021 13:00,"20,376","2,346",231,"1,071,767","63,414","557,435","859,369"
26/01/2021 13:00,27/01/2021 13:00,"9,796","2,150",155,"1,075,827","51,541","549,102","830,621"
27/01/2021 13:00,28/01/2021 13:00,"8,912","2,125",166,"1,157,281","68,167","613,262","936,585"
28/01/2021 13:00,29/01/2021 13:00,"12,777","3,084",169,"1,290,565","62,786","639,025","974,704"
29/01/2021 13:00,30/01/2021 13:00,"8,096","2,044",155,"1,278,816","54,268","619,131","981,792"
30/01/2021 13:00,31/01/2021 13:00,"4,792",639,84,"1,028,077","40,983","542,329","919,035"
31/01/2021 13:00,01/02/2021 13:00,"3,289",610,74,"922,648","35,018","490,794","915,542"
01/02/2021 13:00,02/02/2021 13:00,"2,834","1,005",98,"1,009,687","36,745","524,992","919,144"
02/02/2021 13:00,03/02/2021 13:00,"2,687","2,014",128,"1,044,730","37,236","539,091","924,263"
03/02/2021 13:00,04/02/2021 13:00,"2,201","1,522",97,"1,020,532","36,856","530,882","924,574"
04/02/2021 13:00,05/02/2021 13:00,"2,163","1,290",62,"1,033,438","37,058","528,189",
05/02/2021 13:00,06/02/2021 13:00,"1,774","3,567",84,"977,313","34,679","499,144","922,983"
06/02/2021 13:00,07/02/2021 13:00,"2,156",423,27,"836,118","30,943","441,935","915,797"
07/02/2021 13:00,08/02/2021 13:00,"1,674",256,34,"698,066","24,868","385,670","910,517"
08/02/2021 13:00,09/02/2021 13:00,"1,296",418,33,"832,393","27,843","449,218","917,995"
09/02/2021 13:00,10/02/2021 13:00,"1,587","1,208",61,"890,895","31,954","470,218","924,662"
10/02/2021 13:00,11/02/2021 13:00,"1,791","1,394",77,"884,793","29,968","465,242","924,712"
11/02/2021 13:00,12/02/2021 13:00,"1,315","1,259",59,"922,728","30,234","478,730","926,024"
12/02/2021 13:00,13/02/2021 13:00,869,"1,029",52,"893,539","28,415","456,892","924,998"
13/02/2021 13:00,14/02/2021 13:00,"1,062",259,13,"733,061","24,709","399,068","916,562"
14/02/2021 13:00,15/02/2021 13:00,"24,713","5,795",860,"1,280,150","112,348","710,488","1,118,638"
15/02/2021 13:00,16/02/2021 13:00,"28,865","7,551",861,"1,501,816","56,841","761,030","1,151,190"
16/02/2021 13:00,17/02/2021 13:00,"15,351","3,774",422,"1,575,223","49,613","784,965","1,132,751"
17/02/2021 13:00,18/02/2021 13:00,"16,312","3,773",352,"1,764,390","52,774","903,383","1,239,074"
18/02/2021 13:00,19/02/2021 13:00,"8,207","2,797",189,"1,855,125","48,600","875,124","1,186,056"
19/02/2021 13:00,20/02/2021 13:00,"4,874","2,332",99,"1,748,929","44,310","811,563","1,184,481"
20/02/2021 13:00,21/02/2021 13:00,"3,631",526,41,"1,402,971","34,417","711,368","1,170,410"
21/02/2021 13:00,22/02/2021 13:00,"3,590",592,51,"1,375,596","35,550","706,568","1,173,617"
22/02/2021 13:00,23/02/2021 13:00,"2,141","2,276",96,"1,354,851","35,832","687,554","1,171,288"
23/02/2021 13:00,24/02/2021 13:00,"3,347","3,657",91,"1,379,419","46,128","704,119","1,287,698"
24/02/2021 13:00,25/02/2021 13:00,"3,183","1,419",92,"1,394,841","40,590","710,571","1,180,357"
25/02/2021 13:00,26/02/2021 13:00,"2,475","1,689",92,"1,397,950","40,336","696,849","1,246,024"
26/02/2021 13:00,27/02/2021 13:00,"2,394","1,170",59,"1,390,497","40,613","691,210","1,228,252"
27/02/2021 13:00,28/02/2021 13:00,"8,224",627,76,"1,318,652","71,189","701,545","1,241,663"
